job_title,job_id,contract_type,contract_tag,salary,company_name,location,publication_date,job_url,resume_de_loffre,qualifications,missions,profil_recherche,salary_numeric
Data Scientist H/F,63092623,Independant,🏡 Télétravail partiel,,Kicklox,Lyon - 69,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/63092623.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Auto • Meca • Navale', 'Exp. + 7 ans', 'Lyon - 69', 'Indépendant']","L'offre
Secteurs
Automobile, Aéronautique, Spatial, Défense & Sécurité, Ferroviaire, Télécommunications, Energie, Services & Systèmes d'Informations, Chimie / Pétrochimie, Digital & E-Commerce, Naval, Machines & Industrie Lourde, Pharmaceutique / Biotechnologie, Banque & Assurance, BTP
Description de l'offre
Nous recrutons pour l'un de nos clients un Data Scientist, à pourvoir dès que possible. Ce professionnel sera chargé de :
- Analyser de grandes quantités de données brutes pour identifier des tendances et des modèles.
- Utiliser des techniques statistiques et des algorithmes de machine learning pour construire des modèles prédictifs.
- Collaborer avec les équipes de business pour comprendre les enjeux et intégrer les analyses dans les stratégies opérationnelles.
- Préparer des rapports clairs et utiliser des visualisations pour présenter les découvertes aux parties prenantes non techniques.
- Expérimenter de nouvelles méthodes et techniques d'analyse pour améliorer constamment les capacités analytiques de l'entreprise.
Missions à réaliser
Analyser des données complexes et développer des modèles prédictifs pour soutenir les décisions stratégiques de l'entreprise.
Modalités
- Date de démarrage : dès que possible
- Date de fin : durée 6 mois
- Candidats recherchés : 1
- Expérience : 8+ ans
- Type de contrat : Freelance / Indépendant, Temps complet
- Rémunération : 450 € - 630 € par jour selon expérience
- Mode de facturation : Assistance technique
- Localisation : 8th arrondissement, Lyon, France
- Télétravail partiel","Le profil recherché
Compétences requises
Analyse de données, statistiques, machine learning, programmation, Python, R, Tensorflow, scikit-learn
Description du profil
- Expérience en analyse de données, statistiques et machine learning - Maîtrise des langages de programmation (Python, R) et des outils de data science (TensorFlow, scikit-learn) - Capacité à développer des modèles prédictifs et à interpréter les résultats - Excellentes compétences en communication et en documentation - Capacité à travailler en équipe et à collaborer avec les équipes métiers - Esprit analytique et attention aux détails - Capacité à proposer des solutions basées sur les données
Langues
Français",
Data Scientist - Développement Deep Learning H/F,64476029,CDI,🏡 Télétravail partiel,,Celad,Saint-Genis-Laval - 69,il y a 23 jours,https://www.hellowork.com/fr-fr/emplois/64476029.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Secteur informatique • ESN', 'Exp. 1 à 7 ans', 'Exp. + 7 ans', 'Saint-Genis-Laval - 69', 'CDI']",,,
Data Scientist H/F,64749586,CDI,,,APRIL,Lyon 6e - 69,il y a 15 jours,https://www.hellowork.com/fr-fr/emplois/64749586.html,Résumé de l'offre,"['Bac +5', 'Banque • Assurance • Finance', 'Exp. + 7 ans', 'Lyon 6e - 69', 'CDI']","Et si être « DATA Scientist » chez APRIL vous permettait...
- De choisir un métier dont vous pourrez être fier : «accompagner et protéger à chaque moment qui compte, simplement» telle est la mission et la raison d'être partagée par l'ensemble de nos collaborateurs,
- De développer votre expertise dans un environnement en pleine transformation, au carrefour de l'innovation et de l'expérience client : notre ambition, être un acteur digital, omnicanal et agile, champion de l'expérience client,
- De vous engager au sein d'une entreprise engagée : nous rejoindre, c'est faire partie d'un Groupe responsable qui agit en entreprise citoyenne en étant mobilisé autour de 4 axes (santé, aidants, éducation et environnement) avec un impact sociétal positif et réel.
Nous nous engageons à promouvoir des emplois respectant la diversité et la différence, ouverts à chacun.
APRIL poursuit sa transformation data et renforce son équipe Data Science pour accompagner la croissance de ses filiales. En tant que Data Scientist / Data Manager Opérations, vous jouerez un rôle clé dans l'exploitation, la structuration et la gouvernance des données liées aux activités de gestion (souscription, contrat, sinistre, indemnisation...).
Vous rejoignez une équipe de 4 personnes avec un positionnement transverse : au carrefour des métiers, des pôles data des filiales et des équipes techniques.
Votre mission ? Faire parler la donnée, la rendre fiable, exploitable et au service des enjeux opérationnels d'APRIL.
VOS FUTURES MISSIONS :- Cartographier et valoriser le patrimoine de données : structuration, catalogage, documentation, connaissance des sources (back-office, CEX, RH...).- Améliorer la qualité de la donnée : définir les indicateurs clés, piloter la complétude et la fiabilité, proposer des plans de remédiation.- Mettre en oeuvre les cas d'usage de la roadmap data :
- Traitement et modélisation des données (rapprochement, agrégation...)
- Calcul d'indicateurs métiers (KPI, temps de traitement...)
- Création de dashboards via des outils de dataviz (Qlik Sense)
- Modéliser les flux métiers (UML, data flow...) pour faciliter l'industrialisation et la traçabilité des données.- Contribuer à la montée en maturité data du groupe : bonnes pratiques, normalisation, capitalisation et partage des connaissances.Cette opportunité est à pourvoir dans le cadre d'une création de poste.Directement rattaché.e à Jean-Marc, Head of Data Science, vous rejoindrez notre équipe Lyonnaise.Dès votre arrivée, vous bénéficierez d'un parcours d'intégration pour favoriser votre prise de poste.IND/APRI","De formation Bac +5 en informatique, data science ou équivalent, vous justifiez d'une expérience d'au moins 8 ans sur un poste similaire, idéalement dans un environnement assurantiel, bancaire ou réglementé.
Vous maîtrisez l'ensemble de la chaîne de valorisation de la donnée, de sa collecte à son exploitation métier.
Compétences techniques attendues :
- Excellente maîtrise des outils d'analyse de données : SQL et Python
- Solides compétences en statistiques et modélisation prédictive
- Expérience confirmée en modélisation de données et bonne compréhension des architectures data (modèle en étoile, flocon, data vault...)
- Maîtrise d'au moins un outil de data visualisation, idéalement Qlik Sense
- Connaissance des environnements data modernes : Snowflake, Azure Storage, SQL Server
Qualités personnelles :
- Intérêt pour les métiers de l'assurance et les problématiques opérationnelles
- Capacité à interagir avec des profils variés (métier, technique, data) et à vulgariser les concepts data de manière claire et pédagogique
- Sens de la rigueur, de l'organisation, et appétence pour les environnements structurés en transformation
Cette opportunité est faite pour vous ? N'attendez plus pour postuler en nous adressant votre CV accompagné de quelques lignes sur votre projet professionnel et ce qui pourrait vous épanouir aujourd'hui. Ce sera la première étape de notre processus de recrutement.
Si vous n'êtes pas sûr(e) que cette offre soit LA bonne, d'autres postes sont à pourvoir, alors n'hésitez pas à consulter notre site carrière et/ou notre page Linkedin !",
Expert en IA et Data Scientist Industriel H/F,64523913,CDI,,50 000 - 70 000 € / an,Framatome,Lyon - 69,il y a 22 jours,https://www.hellowork.com/fr-fr/emplois/64523913.html,Résumé de l'offre,"['50\u202f000 - 70\u202f000 € / an', 'Bac +5', 'Industrie Manufacturière', 'Secteur Energie • Environnement', 'Exp. 1 à 7 ans', 'Lyon - 69', 'CDI']","Directement rattaché-e à la Direction des Systèmes d'Information du groupe, vous serez responsable des missions suivantes :
- Participer à la Stratégie Data du Groupe et à son déploiement pour améliorer la Qualité et la Performance.
- Collaborer avec les clients internes pour identifier les opportunités d'amélioration des procédés industriels (ingénierie, soudage, assemblage, métallurgie, électronique, maintenance prédictive) grâce à l'analyse de données et à l'intelligence artificielle.
- Piloter des projets de transformation digitale en utilisant les meilleures techniques d'analyse et de traitement des données (régression, séries temporelles, modèles probabilistes, apprentissage supervisé et non-supervisé, deep learning, IA générative).
- Communiquer efficacement à travers la visualisation des données et des tableaux de bord interactifs pour faciliter la prise de décision.
- Collaborer au sein du réseau des Data Scientists et contribuer à l'accroissement continu des compétences en Data Science.
- Innover, en recherchant et mettant en oeuvre des nouvelles technologies ou des nouveaux modèles en Intelligence Artificielle","- Diplômé-e d'un master en Mathématiques Appliquées / Data Science ou d'un diplôme d'ingénieur.
- Solides bases en algèbre linéaire, probabilités et statistiques, et excellente connaissance des techniques de Data Science.
- Expérience réussie de plus de 5 ans dans le domaine industriel.
- Capacité à comprendre les limites des techniques et à les adapter pour obtenir des résultats robustes.
- Bonne connaissance du langage Python.
- Autonomie, bonne organisation, esprit d'initiative.
- Capacité à coordonner des actions transverses, naviguer dans une organisation mondiale, et travailler en équipe.
- Désir de résoudre des problèmes complexes et de contribuer à un environnement inclusif et stimulant.
- Capable d'écoute, pragmatique et tenace, avec l'ambition d'être un-e acteur-rice clé de la transformation digitale du groupe à l'échelle mondiale.
- Reconnu-e pour vos qualités professionnelles et interpersonnelles, vous êtes apprécié-e par les clients internes.",
Ingénieur de Recherche - Data Scientist H/F,63656839,CDI,,,Arkema,Pierre-Bénite - 69,il y a 12 jours,https://www.hellowork.com/fr-fr/emplois/63656839.html,Résumé de l'offre,"['Bac +5', 'Industrie Pétrolière • Pétrochimie', 'Pierre-Bénite - 69', 'CDI']","Détails de la Mission
Intégré à la plateforme de Pierre-Bénite, le Centre de recherche Rhône-Alpes (CRRA) est l'un des treize centres de recherche d'Arkema dans le monde. Dédié au management de l'énergie, le CRRA étend ses activités à tous les domaines de la chimie, de la synthèse à l'assistance technique, en passant par la polymérisation, la formulation, la catalyse, l'application, etc.
Le CRRA compte 200 collaborateurs et a déposé depuis la création du Groupe il y a moins de dix ans, 350 brevets.
Le CRRA est un acteur majeur de l'innovation et de la recherche française en chimie.
Afin de compléter son équipe de recherche utilisant intensivement les technologies du numérique et travaillant sur des domaines physiques variés, le CRRA recherche un/une Ingénieur(e) de Recherche - Data Scientist.
Vous rapporterez au chef de service Modélisation, Simulation et Digital.
En tant que data-scientist, vous êtes un interlocuteur privilégié des services de R&D pour l'exploitation des données, l'utilisation des Data-Sciences et la livraison de solutions digitales (code, interface, modèle de machine learning) pour le développement de nouveaux produits et de nouvelles applications. Vous contribuez au développement d'une culture digitale et orientée data au sein de la R&D Arkema.
ACTIVITE
- Fonctionnement
- Est responsable de l'animation technique et scientifique de son domaine d'activité
- Définit les moyens nécessaires pour atteindre les objectifs techniques qui lui sont fixés
- Est responsable de la collecte des besoins des BU et des directions fonctionnelles en Data Science et propose des solutions techniques, un délai de réalisation et un budget correspondant aux demandes reçues
- Est responsable de la communication et de l'archivage des résultats obtenus
- Encadre des travaux extérieurs, le cas échéant, qui permettent de réaliser les objectifs

- Technique et Scientifique
- Anime les ateliers d'expression des besoins internes et identifie les problématiques data management et Data Sciences
- Extrait, étudie et organise les données pertinentes (structurées ou non structurées) nécessaires à l'analyse du besoin client
- Identifie / conçoit les descripteurs pour le besoin client
- Définit / réalise des analyses descriptives, prédictives et prescriptives
- Focalise son attention sur la livraison de solutions digitales simples, faciles d'utilisation et dédiées aux besoins précis des clients
- Veille technologique sur les outils de datamining et Data Science
- Contribue à la digitalisation de la R&D du groupe
- Contribue au réseau d'experts internes et externes susceptibles d'apporter des expertises complémentaires
Profil Recherché
Ingénieur(e)/docteur de bon niveau scientifique, vous justifiez d'une expertise en data-science et en chimie/matériaux.
Bonne maîtrise des techniques de modélisation statistique
Bonne maîtrise des outils de data-management
Bonne connaissance des outils de data sciences
Excellente connaissance en développement logiciel (programmation R, Python...)
Une connaissance des métiers de la chimie et des matériaux serait un plus
Excellente capacité de communication pour expliquer et convaincre
Esprit d'analyse indispensable pour identifier et comprendre les problématiques transversales de l'entreprise
Qualité d'écoute afin de recueillir avec précision les informations et besoins des entités
Aptitude au management transverse et à la concertation
Ouverture d'esprit, faculté d'adaptation et de communication face à la diversité des interlocuteurs
Pratique courante et technique de l'anglais
Une orientation client est fondamentale pour réussir dans ce poste.
Le caractère nouveau de ce poste, dont l'ambition est plus large que la R&D demandera une capacité de travail importante en mode découverte et en forte indépendance.",,
Digital Data Scientist H/F,63930303,CDI,🏡 Télétravail partiel,,Sanofi,Lyon - 69,il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/63930303.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Pharmaceutique • Biotechn. • Chimie', 'Lyon - 69', 'CDI']",,,
Data Scientist - IA H/F,65319965,CDI,🏡 Télétravail occasionnel,,Amiltone,Lyon - 69,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/65319965.html,Résumé de l'offre,"['', 'Télétravail occasionnel', 'BEP, CAP', 'Secteur informatique • ESN', 'Exp. 1 à 7 ans', 'Lyon - 69', 'CDI']","Le poste
Mission :
En tant que Data Scientist (H/F), vous serez en charge des missions suivantes :
- Collecter et préparer des données
- Nettoyer, transformer et structurer les données pour les rendre exploitables
- Gérer la qualité des données
- Construire des modèles prédictifs et des algorythmes de machine learning
- Veiller à l'amélioration continue des performances des modèles
- Suivre les avancées en data science, machine learning et intelligence artificielle
Stack technique :
- Machine Learning
- Python
- SQL
- Pandas / Numpy
- Flask
- Tableau/ Power BI","Profil recherché
Alors ? Prêt à devenir Amiltonien ?
N'hésitez pas à postuler si vous vous reconnaissez :
- Diplômé d'un Bac +5 (école d'ingénieur ou master), vous avez 3 ans d'expérience en tant que Data scienctist.
- Vous aimez découvrir de nouveaux contextes fonctionnels et comprendre les objectifs des applications que vous développez.
- A l'aise dans une organisation agile, vous faites preuve de rigueur et appliquez les standards de qualité Amiltone durant toute la durée des développements.
Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.
Nos postes sont ouverts aux personnes en situation de handicap.",
Digital Lead Data Scientist H/F,63930308,CDI,🏡 Télétravail partiel,,Sanofi,Lyon - 69,il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/63930308.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Pharmaceutique • Biotechn. • Chimie', 'Lyon - 69', 'CDI']",,,
Data Scientist H/F,64546173,Independant,,,Soors,France,il y a 22 jours,https://www.hellowork.com/fr-fr/emplois/64546173.html,Résumé de l'offre,"['Bac +5', 'Banque • Assurance • Finance', 'Exp. 1 à 7 ans', 'France', 'Indépendant']",,"Compétences attendues :
Excellente maîtrise des outils de Data Science : Python, Scikit-learn, Pandas, etc.
Connaissances solides en machine learning, statistiques et modélisation.
Maîtrise des environnements cloud / big data appréciée (Spark, Hadoop, Azure, etc.).
Expérience dans l'industrialisation de modèles (CI/CD, ML Ops).
Bon relationnel, sens du conseil, capacité à travailler en lien direct avec les métiers.
Capacité à assurer une veille active sur les nouvelles approches en IA.",
Architecte Big Data H/F,63092597,Independant,🏡 Télétravail partiel,,Kicklox,Lyon - 69,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/63092597.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Auto • Meca • Navale', 'Exp. + 7 ans', 'Lyon - 69', 'Indépendant']","L'offre
Secteurs
Automobile, Aéronautique, Spatial, Défense & Sécurité, Ferroviaire, Télécommunications, Energie, Services & Systèmes d'Informations, Chimie / Pétrochimie, Digital & E-Commerce, Naval, Machines & Industrie Lourde, Pharmaceutique / Biotechnologie, Banque & Assurance, BTP
Description de l'offre
Nous recrutons pour l'un de nos clients un Architecte Big Data, à pourvoir dès que possible. Les responsabilités du rôle comprennent :
- Concevoir et implémenter des solutions de gestion de grandes bases de données.
- Travailler avec des équipes de développement pour intégrer des systèmes Big Data dans l'architecture IT existante.
- Évaluer et améliorer les performances des systèmes de traitement et de stockage des données.
- Collaborer avec les analystes de données pour comprendre les besoins en données et proposer des solutions adéquates.
- Veiller à la conformité des solutions Big Data avec les réglementations de protection des données.
- Former et guider les équipes techniques sur les meilleures pratiques Big Data.
Missions à réaliser
Concevoir et maintenir l'infrastructure Big Data pour gérer et analyser de grandes quantités de données efficacement.
Modalités
- Date de démarrage : dès que possible
- Date de fin : durée 6 mois
- Candidats recherchés : 1
- Expérience : 9+ ans
- Type de contrat : Freelance / Indépendant, Temps complet
- Rémunération : 525 € - 735 € par jour selon expérience
- Mode de facturation : Assistance technique
- Localisation : 8th arrondissement, Lyon, France
- Télétravail partiel","Le profil recherché
Compétences requises
Conception de systèmes Big Data, Optimisation de performances, Conformité réglementaire, hadoop, Spark, NoSQL, Python, Java
Description du profil
- Solide compréhension des technologies Big Data (Hadoop, Spark, Kafka) - Expérience souhaitée avec les bases de données NoSQL (Cassandra, MongoDB) et les outils de gestion des données (ETL) - Compétences en programmation (Python, Java, Scala) - Capacité à concevoir et optimiser des architectures de données - Excellentes compétences en résolution de problèmes et en analyse - Capacité à travailler en équipe et à collaborer avec les Data Scientists et les ingénieurs - Bonnes compétences en communication et en documentation
Langues
Français",
Valrhona - Alternance en Data Supply Chain H/F,64914986,Alternance,,,Groupe Savencia,France,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/64914986.html,Résumé de l'offre,"['Bac +2', 'Industrie Agro-alimentaire', 'Exp. - 1 an', 'France', 'Alternance']","ALTERNANCE DATA SUPPLY CHAIN (H/F)
ALTERNANCE DATA OPERATION (H/F)
Sur un périmètre couvrant l'ensemble de la Direction des Opérations FSP (Supply Chain, Service Clients, Achats, Qualité), vous aurez la responsabilité de :
* Construire des tableaux de bords d'aide au pilotage opérationnel et d'aide à la décision - Recenser les besoins des différents services / métiers
* Identifier les sources de données nécessaires,
* Si besoin, réaliser le Cahier de Charges permettant à l'équipe IT (Data Engineer et Data Architect) de mettre à disposition ces données sur notre plateforme de stockage
* Réaliser les tests de cohérences nécessaires pour certifier la Qualité de la donnée
* Réaliser les tableaux de bords
* Former les utilisateurs sur les différents outils mis à dispo et réaliser les évolutions nécessaires en fonction de leurs remontées
* Maintenir des applications d'IA existantes en fonction des besoins et retours utilisateurs
* Aider à l'analyse de données afin d'aider à la prise de décisions et la mise en place de plans d'actions opérationnels.
- Quantifier les gains espérés en fonction des actions à mettre en place
* Suivre les plans d'actions et l'évolutions des résultats avec les équipes métiers
Synthèse des missions :
* Structurer et organiser les données brutes.
* Analyser les données pour extraire des insights.
* Créer des visualisations claires et impactantes.
* Programmer des scripts pour automatiser les processus.
* Développer l'interopérabilité entre systèmes.
* Utiliser l'IA pour améliorer l'analyse et la prédiction
Compétences attendues :
* Connaissance de PowerBi + langage DAX ou outils équivalents
* Python, SQL
Profil recherché :
* Formation type Licence Pro Big Data / Master Big Data et IA
* Esprit d'analyse et critique
* Être rigoureux et structuré
* Capacité à travailler en équipe
* Adaptabilité aux nouvelles technologies",Motivé(e),
Global Data Science Lead H/F,63608627,CDI,,,NESTLÉ,France,il y a 13 jours,https://www.hellowork.com/fr-fr/emplois/63608627.html,Résumé de l'offre,"['Bac +5', 'Industrie Agro-alimentaire', 'Exp. 1 à 7 ans', 'Exp. + 7 ans', 'France', 'CDI']",,"What will make you successful
- Master's Degree or PhD (preferred) in a quantitative field.
- 5+ years of data science experience, with at least 2 years managing teams.
- Proven delivery of impactful data science projects in a business setting.
- Expertise in Commercial Analytics, including Marketing Mix Modeling, with deep knowledge of eCommerce, promotion, and pricing analytics.
- Proficiency in Python, SQL, and bash (PySpark is a plus).
- Strong proficiency in machine learning, statistics, and experimental design.
- Familiarity with cloud platforms and big data technologies.
- Ability to work in a global and cross-functional environment, collaborating with teams across regions and business units.
- Excellent communication skills for technical and non-technical audiences.
Nestlé is committed to the accessibility of its recruitment process. If you require an adaptation during the recruitment process, please do let us know so we can support you effectively. All information will BE treated confidentially.
Nestlé Health Science is a leader in the science of nutrition, offering an extensive portfolio of science-based consumer health, medical nutrition, pharmaceutical therapies, and vitamin and supplement brands. Headquartered in Switzerland, we have more than 11,000 employees around the world, with products available in more than 140 countries.

Nutrition can be life-transforming for those who need extra support during short- or long-term medical challenges, and IT can enhance the quality of life of those who are already healthy.  With an extensive research network providing the foundation for products that can help people to live their healthiest lives, our commitment to science-based products means that we provide nutritional solutions that can make a real difference in the quality of life of customers, patients, and caregivers.

Find out more about Nestlé Health Science at.

At Nestlé, we want to help shape a better and healthier world, inspire people to live healthier lives and deliver impact at a scale and pace that makes a difference. We do this by fostering a diverse, friendly, supportive, and collaborative environment, that creates positive disruption, embraces innovation, and empowers people and teams to win. We aim to hire friendly, respectful, inspiring people who care about the people's lives that we touch every single day.
Be a force for good. Join Nestlé and visit us on.",
Alternant Bac+5 Mastère - Data & IA H/F,31995725,Alternance,🏡 Télétravail partiel,,Live Campus,France,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/31995725.html,Résumé de l'offre,"['', 'Télétravail partiel', '', '2 ans', 'Bac +3, Bac +4', 'Média • Internet • Communication', 'Secteur informatique • ESN', 'Exp. - 1 an', 'Exp. 1 à 7 ans', 'France', 'Alternance']",,"L'étudiant(e) / apprenti(e) idéal si...
-  Vous souhaitez allier théorie et pratique (projets réels d'entreprise et alternance)
-  Vous êtes issu(e) d'une formation Bac +3 informatique ou numérique (BUT Informatique, Bachelor Informatique, Titre Professionnel Concepteur Développeur d'Applications, Titre Professionnel Administrateur d'Infrastructures Sécurisées...) et vous souhaitez poursuivre vos études dans la Data et l'IA.
-  Vous avez réalisé des projets avec le langage Python et vous avez une bonne connaissance de la programmation SQL.
-  Vous avez une culture informatique / numérique et êtes curieux(se) d'en apprendre davantage.
Rémunération selon le niveau d'études et l'âge de l'apprenti. Formation prise en charge à 100% par l'entreprise.
Vous êtes intéressé(e) par cette offre d'emploi en alternance ?
Postulez dès maintenant !",
Développeur Big Data H/F,46823774,CDI,🏡 Télétravail occasionnel,,Econocom,Lyon - 69,il y a 8 jours,https://www.hellowork.com/fr-fr/emplois/46823774.html,Résumé de l'offre,"['', 'Télétravail occasionnel', 'Bac +5', 'Secteur informatique • ESN', 'Lyon - 69', 'CDI']","Contexte : Assurer le pilotage du système et des processus métier associés à l'outil.
Votre mission tourne autour de 4 axes :
-  Apporter une expertise en Big Data pour faciliter la manipulation des données
-  Définir les solutions techniques permettant le traitement massif de données
-  Mettre en place des solutions de stockage de données (SQL, NoSQL, etc.)
-  Veiller la sécurisation et la clarté des pipelines de données pour faciliter l'analyse et la transformation
Activité principale :
-  Assure la création, la maintenance, l'optimisation et la sécurité des bases de données
-  Détecte, propose et suit les optimisations des requêtes SQL, PL/SQL afin de garantir les meilleures performances de nos applications métier
-  Assure le support aux équipes de développement afin d'identifier et proposer des solutions performantes SGBD les mieux adaptées d'un point de vue métier
Activité secondaire :
-  Veille technologique sur les outils utilisés au sein du projet
-  Partage et formation sur les guides de bonnes conduites","4 à 5 années minimum d'expérience sont attendues sur le rôle
Défini/challenge les solutions et architectures techniques permettant le traitement de volumes importants de pipelines de données suffisamment sécurisés et lisibles pour les Data Analysts et Data Scientists.
Maîtrise des technologies du Big Data permettant le traitement et la manipulation de données
Maîtrise des outils de gestion de code et de déploiement projet
Maîtrise des fondamentaux de l'agilité
Maîtrise des solutions de stockage de données
Maîtrise avancée des langages structurés
Maîtrise avancée des technologies du Big Data permettant le traitement et la manipulation de données
Stack technique du projet :
Informatica, Java, Tableau Server, Oracle, Cascading, Maven, Hive, CEPH, Indexima, Control-M, Git, Jenkins, Ansible, Spark, Terraform
Ref : yj93gnb0wl",
Chef de Projet Data H/F,64749639,CDI,,,APRIL,Lyon 6e - 69,il y a 15 jours,https://www.hellowork.com/fr-fr/emplois/64749639.html,Résumé de l'offre,"['Bac +3, Bac +4', 'Bac +5', 'Banque • Assurance • Finance', 'Exp. 1 à 7 ans', 'Exp. + 7 ans', 'Lyon 6e - 69', 'CDI']","Venez garantir l'intégralité du cycle de vie du produit/application, de sa création à sa sortie. Réaliser, intégrer, faire évoluer et supporter les solutions digitales en coordinations avec les parties prenantes (internes/externes).Votre objectif : mobiliser les méthodes AGILES et garantir la meilleure valeur perçue par les utilisateurs.
Et si être « Chef de projet/Product Owner Data» chez APRIL vous permettait...
- De choisir un métier dont vous pourrez être fier : «accompagner et protéger à chaque moment qui compte, simplement» telle est la mission et la raison d'être partagée par l'ensemble de nos collaborateurs,
- De développer votre expertise dans un environnement en pleine transformation, au carrefour de l'innovation et de l'expérience client : notre ambition, être un acteur digital, omnicanal et agile, champion de l'expérience client,
- De vous engager au sein d'une entreprise engagée : nous rejoindre, c'est faire partie d'un Groupe responsable qui agit en entreprise citoyenne en étant mobilisé autour de 4 axes (santé, aidants, éducation et environnement) avec un impact sociétal positif et réel.
Nous nous engageons à promouvoir des emplois respectant la diversité et la différence, ouverts à chacun.
Dans le cadre de son plan stratégique Spring 2027, APRIL renforce sa gouvernance data et accélère l'industrialisation des usages à forte valeur.
Directement rattaché(e) au Chief Data Officer (CDO), le/la Product Owner Data jouera un rôle clé dans la mise en oeuvre de la roadmap data Groupe. Ce poste stratégique s'inscrit au coeur de la transformation data de l'entreprise, en interaction étroite avec les directions métiers, la Data Factory et les équipes IT.
VOS FUTURES MISSIONS :
- Piloter un ou plusieurs cas d'usage issus de la roadmap data :
- Conduire les phases de cadrage fonctionnel et budgétaire : analyse des impacts SI/processus, planification, gestion des dépendances, évaluation des charges et des risques.
- Garantir la valeur métier apportée par chaque cas d'usage, en assurant leur alignement avec les ambitions stratégiques.
- Assurer la coordination des parties prenantes (métiers, IT, Data Factory, experts data) et le suivi global des projets jusqu'à leur mise en production.
- Être responsable d'un ou plusieurs cas d'usages en production (évolution continue, qualité de service)- Contribuer à la structuration de la culture projet data : participer à l'acculturation des équipes aux méthodes projets, et favoriser l'appropriation des livrables et outils par les directions métiers.- Participer à la gouvernance data du groupe, aux côtés du CDO, notamment à travers la préparation des comités de pilotage et autres instances.
Cette opportunité est à pourvoir dans le cadre d'une création de poste.
Directement rattaché.e à Laure, CDO, vous rejoindrez notre équipe Lyonnaise.
Dès votre arrivée, vous bénéficierez d'un parcours d'intégration pour favoriser votre prise de poste.
IND/APRI","Vous justifiez d'une expérience d'au moins5 ans en gestion de projet data, de la phase de cadrage à la mise en production idéalement dans un environnement complexe (secteur de l'assurance apprécié).
Compétences techniques attendues :
- Maîtrise des méthodologies de gestion de projet (Scrum, Kanban, SAFe...) et des outils collaboratifs tels que JIRA, Confluence, ou équivalents.
- Bonne compréhension des enjeux data/IA et capacité à s'approprier des concepts techniques sans nécessaire expertise en développement.
- Expérience en gestion de roadmap, avec une approche orientée valeur métier et résultats mesurables.
- Capacité à travailler en écosystème complexe avec des interlocuteurs multiples (métiers, IT, data scientists, data engineers...).
Qualités personnelles :
- Forte capacité de synthèse et de communication, facilitant le pilotage et l'animation de groupes de travail transverses.
- Sens aigu de la priorisation, de la gestion des dépendances et du suivi des livrables dans des environnements en transformation.
- Intérêt pour la stratégie d'entreprise et capacité à en décliner les objectifs dans des projets concrets.
- Leadership naturel, rigueur, autonomie, et goût pour le travail collaboratif.
Cette opportunité est faite pour vous ? N'attendez plus pour postuler en nous adressant votre CV accompagné de quelques lignes sur votre projet professionnel et ce qui pourrait vous épanouir aujourd'hui. Ce sera la première étape de notre processus de recrutement.
Si vous n'êtes pas sûr(e) que cette offre soit LA bonne, d'autres postes sont à pourvoir, alors n'hésitez pas à consulter notre site carrière et/ou notre page Linkedin !",
