job_title,job_id,contract_type,contract_tag,salary,company_name,location,publication_date,job_url,resume_de_loffre,qualifications,missions,profil_recherche,salary_numeric,source,remote,depth,download_timeout,download_slot,download_latency,description,profile
Team Leader Commercial H/F,64920571.0,CDI,,,Cohérence Communication,Caen - 14,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/64920571.html,Résumé de l'offre,"['Bac +2', 'Média • Internet • Communication', 'Exp. 1 à 7 ans', 'Caen - 14', 'CDI']","Directement rattaché à la direction, vous êtes en charge d'animer et d'accompagner nos commerciaux sur un secteur géographique défini afin d'assurer le développement du CA de l'agence.
En collaboration avec le Directeur de l'agence, vous suivez et soutenez quotidiennement une partie de l'équipe commerciale : accompagnement sur le terrain, organisation de sessions de prospection et participation à leur montée en compétences au sein de Cohérence.
En parallèle de ces activités, vous contribuez également à la réussite de votre agence en développant les ventes de nos solutions par le biais de la prospection, du suivi client et de la fidélisation.
Enfin, en tant que représentant de Cohérence, vous vous assurez du respect de nos process et réalisez un reporting régulier de vos activités auprès de la direction.
Vous justifiez d'une expérience réussie dans la vente de solutions ou produits auprès de professionnels ainsi que dans l'accompagnement d'équipe commerciale. Plus qu'un CV, nous recrutons une personnalité.
Pourquoi nous rejoindre ? Cohérence est une entreprise en très forte croissance dans l'univers du Web, proposant à ses collaborateurs un parcours d'intégration complet, des formations, un suivi et des évolutions !","Dynamique et combatif, vous êtes doté d'un excellent relationnel. Vous êtes à l'écoute de vos clients ainsi que des personnes que vous accompagnez et savez être force de proposition pour faire évoluer les situations. Orienté résultat, vous aimez relever des défis et souhaitez contribuer à la réussite d'une structure en plein essor, dans un contexte dynamique et novateur.",,,,,,,,,
Alternance Assistant Marketing - Septembre 2025 - Douains H/F,65158260.0,Alternance,,"486,49 - 1 801,80 € / mois",ISCOD,Douains - 27,il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/65158260.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +3, Bac +4', 'Bac +5', 'Enseignement • Formation', 'Douains - 27', 'Alternance']",,,205.0,,,,,,,,
Alternance Commercial et Communication Immobilier - Yvetot H/F,65175950.0,Alternance,,"486,49 - 1 801,80 € / mois",ISCOD,Yvetot - 76,il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/65175950.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +2', 'Bac +3, Bac +4', 'Bac +5', 'Enseignement • Formation', 'Yvetot - 76', 'Alternance']",,,205.0,,,,,,,,
Ingénieur Transformation Digitale - Industrie 4.0 - CDI H/F,64922681.0,CDI,🏡 Télétravail partiel,,Syngenta Crop Protection,Saint-Pierre-la-Garenne - 27,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/64922681.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Agro-alimentaire', 'Exp. + 7 ans', 'Saint-Pierre-la-Garenne - 27', 'CDI']","En tant qu'Ingénieur(e) Transformation Digitale-Industrie 4.0 (H/F) sur notre site de Production de Saint-Pierre-la-Garenne (27) chez Syngenta, vous aurez la responsabilité de piloter le développement et le déploiement de solutions digitales innovantes sur notre site de production.
VOS MISSIONS PRINCIPALES :
Transformation Digitale :
- Analyser et comprendre les besoins des utilisateurs pour concevoir des solutions digitales adaptées
- Développer et implémenter des solutions digitales permettant d'optimiser les processus opérationnels
- Piloter l'intégration et l'interconnexion des différentes solutions (SAP, PI System, Power BI, Smartsheet, Enablon, etc)
- Assurer la formation et l'accompagnement des utilisateurs
Selon votre profil :
Ingénierie des Données :
- Concevoir et déployer des architectures de données évolutives et performantes
- Développer des pipelines de données robustes et des applications backend - Gérer l'Asset Framework d'Aveva PI et optimiser son utilisation
- Créer et mettre en oeuvre des cas d'usage business exploitant les données disponibles
- Gérer les données des applications d'information de la fabrication
- Former et accompagner les équipes non techniques dans leur acculturation à la donnée
Management de Projet et Conduite du Changement :
- Piloter des projets de transformation digitale de bout en bout
- Coordonner des équipes transverses et animer des groupes de travail multi-fonctionnels
- Assurer la coordination des prestataires et partenaires externes
- Contribuer activement à la définition et au déploiement de la stratégie digitale du site
- Être un agent du changement pour faciliter l'adoption des nouvelles solutions","Qualifications
- Formation supérieure dans le domaine du digital
- Connaissance dans le développement et l'intégration de solutions digitales
- Maîtrise des outils : Aveva PI System, SAP, Power BI, Smartsheet
- Première expérience (stages/alternance) dans la transformation digitale ou l'ingénierie des données
- Expérience en milieu industriel appréciée
- Connaissance des enjeux de l'Industrie 4.0
- Anglais professionnel indispensable
Vos atouts :
- Curiosité technologique et veille active sur les innovations digitales
- Créativité et force de proposition
- Excellent relationnel et capacité à vulgariser les sujets techniques
- Autonomie et esprit d'initiative
- Orientation utilisateur et pragmatisme dans les solutions proposées
- Excellentes aptitudes pédagogiques
- Capacité à travailler en mode projet et à fédérer autour d'objectifs communs
- Leadership transversal et aptitude à la coordination d'acteurs multiples
Informations supplémentaires
Ce poste évolutif pourra vous amener à piloter la stratégie de digitalisation complète du site, offrant ainsi de belles perspectives de développement professionnel.
Pourqoui nous rejoindre?
- Un rôle clé dans la transformation digitale d'un site industriel majeur
- Des projets innovants et variés
- Une grande autonomie dans la proposition et mise en oeuvre des solutions
- Un environnement dynamique et tourné vers l'innovation
- Des perspectives d'évolution attractives
Ce que nous proposons pour ce poste chez Syngenta :
- Un salaire compétitif avec une prime annuelle.
- Une prime d'intéressement (possibilité de placement sur un PEE avec abondement de la société).
- Contrat cadre forfait 207 jours
- Cantine entreprise.
- Avantages CSE
- Possibilité de télétravail 2 jours par semaine
- Une mutuelle avec une prise en charge à 72%
- Des opportunités de carrière ainsi que des possibilités de développement individuel et de formation continue
- Un environnement de travail favorisant l'agilité, la diversité et le travail d'équipe.
- Un travail responsable et varié dans une entreprise orientée vers l'avenir.
Vous vous reconnaissez dans ce profil ? Vous êtes passionné(e) par l'innovation digitale et souhaitez avoir un impact concret sur la performance industrielle ? Rejoignez-nous dans cette aventure passionnante !
Syngenta s'engage pour la Diversité. Nous encourageons toutes les candidatures indépendamment de l'origine sociale et culturelle, de l'âge, du genre, du handicap, de l'orientation sexuelle ou des croyances religieuses. https://jobs.syngenta.com/diversity-and-inclusion",,,,,,,,,
Conseiller en Boutique Alternance - Rouen H/F,65262695.0,Alternance,,"486,49 - 1 801,80 € / mois",Free,Rouen - 76,il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/65262695.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +2', 'Média • Internet • Communication', 'Rouen - 76', 'Alternance']","Nos boutiques Free continuent de se développer et nous sommes à la recherche d'un nouveau talent pour rejoindre notre équipe de Rouen en tant que conseiller commercial en APPRENTISSAGE 100% EN LIGNE pour préparer un Bac +2 Management des Unités Marchandes (MUM) avec STUDI.
Être conseiller commercial en apprentissage chez nous, c'est assurer la satisfaction client et faire en sorte que chaque (futur) abonné puisse bénéficier d'une expérience unique.
Plus concrètement :
* Tu réserveras le meilleur accueil et seras l'ambassadeur de la marque Free auprès des visiteurs en leur proposant nos services
* Il faudra que tu écoutes attentivement les besoins des abonnés et que tu les conseilles sur nos offres les plus adaptées
* Tu as la responsabilité de promouvoir nos incontournables Freebox, ainsi que nos forfaits mobiles
* On compte sur toi pour transformer chaque visite en une expérience abonnée mémorable et faire de la satisfaction client ta priorité
* Tu participeras également à la vie quotidienne de l'équipe et de la boutique
Rejoindre Free c'est aussi l'opportunité d'évoluer et découvrir d'autres métiers... Nous encourageons la mobilité interne et t'accompagnerons tout au long de ton parcours chez Free. C'est l'occasion de booster ta carrière !
Tu participeras à des challenges et tu auras peut-être l'opportunité de devenir l'un de nos top performers !
Alors, prêt(e) à découvrir la culture Free ?","Si tu es ouvert aux autres, à l'écoute et que la satisfaction client est ta priorité alors nous avons besoin de toi. Avec ton sourire et ton talent de persuasion, tu es prêt à relever tous les défis !
Tu es éligible au contrat d'apprentissage (âgés de 18 à 29 ans révolus sauf cas particuliers) ?
Tu aimes le travail en équipe ? Parfait, te voilà prêt à rejoindre la #OneTeam
Tout au long de ton aventure chez nous, de nombreux outils de formation seront mis à ta disposition pour faciliter ton intégration et l'obtention de ton diplôme Bac +2.
Tu intégreras notre équipe sur la boutique de Rouen. Dans un environnement de travail agréable et innovant, nos bornes et tablettes tactiles seront tes meilleurs alliés pour prodiguer tes conseils auprès de nos abonnés !
Et la suite ?
* Call avec Chloé, notre Chargée de Recrutement
* Entretien avec STUDI (pour ceux qui n'ont pas d'école)
* Entretien avec Lauralee, ton futur manager
* Bienvenue chez Free !
* C'est parti pour ta formation ! Tu commences par 2 jours en e-learning + 1 semaine de formation initiale pour découvrir l'univers Free. Ensuite, tu passes à la pratique avec une semaine d'immersion en boutique.",205.0,,,,,,,,
Étudiants Alternants BTS BTS Management en Hôtellerie-Restauration H/F,65343924.0,Alternance,⏱️ 24 mois,400 - 1 800 € / mois,Job&talent,Rouen - 76,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/65343924.html,Résumé de l'offre,"['400 - 1\u202f800 € / mois', '', '24 mois', 'Bac', 'Services aux Entreprises', 'Exp. - 1 an', 'Rouen - 76', 'Alternance']","?? Deviens un expert en Hôtellerie-Restauration avec un BTS Management en alternance 100% distanciel !
Titre : Étudiants alternants BTS Management en Hôtellerie-Restauration
Job&Talent recherche les futurs talents du secteur hôtelier !
Tu cherches une formation en alternance dans l'hôtellerie-restauration ? Ne cherche plus, ce BTS Management en Hôtellerie-Restauration (Option Management d'unité d'hébergement) est fait pour toi ! Une formation 100% distancielle, flexible et moderne, qui te permet de travailler à ton rythme, tout en te préparant aux métiers du secteur.
Ce que tu vas apprendre :
?? Gestion de l'hébergement hôtelier : Apprends à superviser un service d'hébergement et à optimiser l'occupation des chambres.
?? Compétences en relation client : Maîtrise les techniques de communication et d'accueil pour garantir la satisfaction des clients.
????? Management d'équipe : Acquiers les compétences nécessaires pour gérer une équipe et superviser l'exploitation d'un établissement hôtelier.
Pourquoi ce BTS ?
Le BTS Management en Hôtellerie-Restauration, option Management d'unité d'hébergement, te prépare à travailler dans un secteur passionnant et en constante évolution. Cette formation t'ouvrira des portes vers des postes tels que :
Responsable d'hébergement
Chef de réception
Gestionnaire d'établissement hôtelier
Tu n'as pas encore trouvé ton entreprise en alternance ?
Pas de problème ! Nous t'accompagnons dans ta recherche pour te trouver l'alternance qui te correspond.
Profil recherché :
Âge : Entre 17 et 29 ans
Diplôme : Bac Pro Hôtellerie ou Restauration (uniquement)
Motivation : Tu souhaites développer tes compétences dans le domaine de l'hôtellerie et viser une carrière à responsabilité.
Les infos pratiques :
Rythme de l'alternance : 3 jours en entreprise / 2 jours en école
Lieu : 100% distanciel (accessible depuis la métropole et la Corse)
Début de la formation : Octobre 2025
Prêt(e) à faire décoller ta carrière dans l'hôtellerie-restauration ? Envoie-nous ton CV sans plus tarder et rejoins une formation qui va booster ta carrière !","Profil recherché :
Âge : Entre 17 et 29 ans
Diplôme : Bac Pro Hôtellerie ou Restauration (uniquement)",400.0,,,,,,,,
Alternance Chargé de Communication - Rouen H/F,65224637.0,Alternance,,"486,49 - 1 801,80 € / mois",ISCOD,Rouen - 76,il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/65224637.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +3, Bac +4', 'Bac +5', 'Enseignement • Formation', 'Rouen - 76', 'Alternance']","Optez pour l'alternance nouvelle génération avec l'ISCOD !
Missions :
- Gérer les réseaux sociaux du club (Instagram, Facebook, TikTok...)
- Créer du contenu photo et vidéo qui donne envie de bouger
- Animer la communauté et booster l'engagement
- Etre force de proposition pour des idées originales (tu peux lâcher ta créativité)
- Répondre aux messages, commentaires, stories... t'es la voix du club !
- Participer à la vie du club : accueillir les adhérents, renseigner, conseiller - Donner un coup de main sur la partie commerciale et gestion de la clientèle
Profil :
- Un(e) passionné(e), motivé(e), qui a envie d'apprendre et de grandir avec nous.
- Creatif
Poste basé à Rouen
Rémunération selon niveau d'études + âge. Formation prise en charge à 100% par l'entreprise.
Vous êtes intéressé(e) par cette offre d'emploi en alternance ? Postulez dès maintenant !",,205.0,,,,,,,,
Vendeur Trouville H/F,65009240.0,Intérim,⏱️ 1 mois,"11,88 € / heure",Job&talent,Trouville-sur-Mer - 14,il y a 9 jours,https://www.hellowork.com/fr-fr/emplois/65009240.html,Résumé de l'offre,"['11,88 € / heure', '', '1 mois', 'BEP, CAP', 'Services aux Entreprises', 'Exp. - 1 an', 'Trouville-sur-Mer - 14', 'Intérim', 'Temps partiel']","Nous recherchons pour l'un de nos clients spécialisé dans la vente prêt à porter, un(e) vendeur(se) pour son magasin basé à TROUVILLE;
Un contrat 02/05 AU 10/05 35H
Missions principales :
Vous effectuez la réception des colis, le déballage et la mise en rayon, et la gestion des cabines
Vous pourrez procédez au encaissements et à la fidélisation clients
Vous veillez à la bonne tenue du magasin à tout moment de la journée.","Vous êtes avant tout motivé(e). Vous avez le sens du commerce, vous êtes réactif(ve), rapide et autonome, doté(e) de qualités relationnelles avec un vrai esprit d'équipe.
maîtrise de la caisse souhaitée",49.5,,,,,,,,
Commercial Itinérant H/F,57645054.0,CDI,,2 000 - 3 200 € / mois,Rafy Gold,Île-de-France - Normandie,il y a 7 jours,https://www.hellowork.com/fr-fr/emplois/57645054.html,Résumé de l'offre,"['2\u202f000 - 3\u202f200 € / mois', 'Bac +2', 'Distribution • Commerce de gros', 'Exp. 1 à 7 ans', 'Île-de-France - Normandie', 'CDI']","Offre d'emploi : Commercial secteur Rachat d'Or (H/F)

Localisation : Département 78 - 27 - 28
Secteur d'activité : Rachat d'Or - Interventions en salles de réceptions, hôtels et événements privés

Nous recherchons un(e) commercial(e) dynamique et motivé(e) pour rejoindre notre équipe spécialisée dans le rachat d'or.
Vous interviendrez lors d'événements dans des salles de réceptions et hôtels afin de proposer nos services de rachat d'or aux particuliers. Aucune prospection n'est requise, vous vous concentrerez uniquement sur l'accueil et la fidélisation des clients.

Vos missions :
- Participation aux événements organisés dans les salles de réceptions et hôtels pour proposer nos services de rachat d'or.
- Assurer le bon déroulement des sessions de rachat d'or et conseiller les clients particuliers.
- Déplacements régionaux.

Profil recherché :
- Expérience dans la vente ou le commerce d'au moins 5 ans.
- Excellentes compétences relationnelles et sens du service.
- Autonomie, rigueur, et organisation.
- Permis B requis, déplacements régionaux.

Nous offrons :
- Formation de deux semaines pour vous former aux spécificités du métier.
- Rémunération attractive avec commissions sur les ventes.
- Déplacements pris en charge et véhicule de service.
- Repas remboursé.
- Mutuelle d'Entreprise
- Un environnement de travail stimulant avec des perspectives d'évolution au sein de l'entreprise.",,,,,,,,,,
Étudiants Alternants BTS Tourisme H/F,65343923.0,Alternance,⏱️ 24 mois,400 - 1 800 € / mois,Job&talent,Rouen - 76,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/65343923.html,Résumé de l'offre,"['400 - 1\u202f800 € / mois', '', '24 mois', 'Bac', 'Services aux Entreprises', 'Exp. - 1 an', 'Rouen - 76', 'Alternance']","Deviens un expert du tourisme avec un BTS en alternance 100% distanciel !
Job&Talent recherche les futurs talents du secteur touristique prêts à se lancer dans une formation passionnante : le BTS Tourisme (RNCP37890) en alternance 100% distanciel !
Tu cherches une formation en alternance de 2 ans dans le secteur du tourisme ? Ne cherche plus, cette opportunité est faite pour toi !
Ce que tu vas apprendre :
Acquérir des compétences polyvalentes dans la gestion de la location de courte durée.
Participer à des ateliers professionnels pour développer tes compétences opérationnelles.
Maîtriser les soft skills essentiels pour exceller dans le secteur du tourisme.
Pourquoi ce BTS ?
Le BTS Tourisme te prépare à travailler dans un secteur dynamique et en constante évolution. Il t'ouvrira des portes vers des postes tels que gestionnaire d'opérations touristiques, responsable de la location de courte durée, ou encore conseiller en voyages.
Tu n'as pas encore trouvé ton entreprise en alternance ? Pas de souci ! Nous t'accompagnons dans ta recherche.
Profil recherché :
Tu as entre 17 et 29 ans et tu es titulaire du baccalauréat.
Tu as l'ambition de réussir dans le secteur du tourisme et de développer tes compétences dans ce domaine passionnant.
Rythme de l'alternance : 3 jours en entreprise / 2 jours à l'école
Lieu :100% distanciel - Apprends de n'importe où (métropole et Corse).
Démarrage : Octobre 2025 ou Janvier 2026
Alors, prêt(e) à donner un coup de boost à ta carrière dans le tourisme ? Envoie-nous vite ton CV !","Profil recherché :
Tu as entre 17 et 29 ans et tu es titulaire du baccalauréat.
Tu as l'ambition de réussir dans le secteur du tourisme et de développer tes compétences dans ce domaine passionnant.",400.0,,,,,,,,
Conseiller Free Pont-Audemer H/F,65131663.0,CDI,,25 000 - 32 000 € / an,Free,Pont-Audemer - 27,il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/65131663.html,Résumé de l'offre,"['25\u202f000 - 32\u202f000 € / an', 'Bac +2', 'Bac +3, Bac +4', 'Média • Internet • Communication', 'Pont-Audemer - 27', 'CDI']","Nous recherchons un(e) Conseiller(e) Free Proxi pour compléter notre équipe de Pont-Audemer.
QUELLES SERONT TES MISSIONS ?
TU ASSISTERAS NOS ABONNÉS À DISTANCE MAIS AUSSI DIRECTEMENT CHEZ EUX. BESOIN DE PLUS D'INFORMATIONS ? VOICI PLUS DE DÉTAILS !
DU RELATIONNEL AVEC NOS ABONNÉS :
* Appeler nos abonnés si nécessaire pour recueillir ou donner des informations complémentaires
* Faire connaître et valoriser nos offres afin de proposer aux abonnés intéressés d'y souscrire.
DE L'ASSISTANCE :
* Assurer par chat ou par téléphone un support aux abonnés pour répondre à toutes leurs questions liées aux offres Freebox ou mobile.
* Planifier et réaliser toi-même des rendez-vous au domicile de nos abonnés
* Remonter les informations sur les problématiques rencontrées à tes interlocuteurs dédiés (responsables ou autres entités du groupe par ex.)
* Assurer un support administratif auprès des intervenants terrain.","Tu es passionné par les télécommunications et tu as envie de te lancer dans une nouvelle aventure ? Alors rejoint notre équipe et devient le prochain conseiller de free proxi !
Tu l'as compris, si tu disposes d'un excellent sens du service et que le domaine de télécommunications t'intéresse, envoie-nous ta candidature !
QUEL SERA TON ENVIRONNEMENT DE TRAVAIL ?
Tu exerceras tes fonctions :
* Au sein d'une équipe à taille humaine, composée de moins de 10 collaborateurs
* Au sein de locaux agréables aménagés dans un esprit cocooning
QUELLE EST LA PROCHAINE ÉTAPE ?
NOTRE PROCESSUS DE RECRUTEMENT EST RÉALISÉ EN MOINS DE DEUX SEMAINES :
* Tu seras amené à réaliser 2 tests lors du dépôt de ta candidature.
* Un recruteur prendra ensuite contact avec toi pour un premier entretien RH.
* Si ta candidature est retenue à l'issue, le responsable de secteur te recevra lors d'un deuxième entretien
* Enfin, à la suite de ces 2 échanges, nous t'apporterons une réponse définitive.",,,,,,,,,
Étudiants Alternants BTS Communication H/F,65344414.0,Alternance,⏱️ 24 mois,400 - 1 800 € / mois,Job&talent,Rouen - 76,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/65344414.html,Résumé de l'offre,"['400 - 1\u202f800 € / mois', '', '24 mois', 'Bac', 'Services aux Entreprises', 'Exp. - 1 an', 'Rouen - 76', 'Alternance']","Deviens un expert en communication avec un BTS Communication en alternance !
Job&Talent recherche des talents prêts à se lancer dans une formation dynamique et passionnante : le BTS Communication (RNCP37198) en alternance 100% distanciel !
Tu cherches une formation en alternance de 2 ans dans les métiers du marketing, de la publicité et des relations publiques ? Ne cherche plus, cette opportunité est faite pour toi !
Ce que tu vas apprendre :
Développer tes compétences en stratégie de communication, création de supports et gestion de projet.
Maîtriser les outils digitaux pour une communication efficace et moderne.
Gérer des projets de communication tout en contribuant à la visibilité et au succès des entreprises.
Pourquoi ce BTS ?
Ce diplôme t'ouvrira des portes dans des secteurs comme le marketing, la publicité et les relations publiques, avec des possibilités d'évolution vers des postes de chargé(e) de communication, community manager, ou assistant(e) en agence de publicité.
Tu n'as pas encore trouvé ton entreprise en alternance ? Pas de souci ! Nous t'accompagnons dans ta recherche.
Profil recherché :
Tu as entre 17 et 29 ans et tu es titulaire du baccalauréat.
Tu as l'ambition de développer ton esprit créatif et stratégique dans le domaine de la communication.
Rythme de l'alternance : 3 jours en entreprise / 2 jours à l'école
Lieu :100% distanciel - Apprends de n'importe où (métropole et Corse).
Démarrage : Octobre 2025 ou Janvier 2026
Alors, prêt(e) à donner un coup de boost à ta carrière commerciale ? Envoie-nous vite ton CV !","Profil recherché :
Tu as entre 17 et 29 ans et tu es titulaire du baccalauréat.
Tu as l'ambition de développer ton esprit créatif et stratégique dans le domaine de la communication.",400.0,,,,,,,,
Conseiller Free Saint-Lô H/F,65120501.0,CDI,,25 000 - 32 000 € / an,Free,Saint-Lô - 50,il y a 5 jours,https://www.hellowork.com/fr-fr/emplois/65120501.html,Résumé de l'offre,"['25\u202f000 - 32\u202f000 € / an', 'Bac +2', 'Bac +3, Bac +4', 'Média • Internet • Communication', 'Saint-Lô - 50', 'CDI']","Nous recherchons un(e) Conseiller(e) Free Proxi pour compléter notre équipe de Saint-Lô.
QUELLES SERONT TES MISSIONS ?
TU ASSISTERAS NOS ABONNÉS À DISTANCE MAIS AUSSI DIRECTEMENT CHEZ EUX. BESOIN DE PLUS D'INFORMATIONS ? VOICI PLUS DE DÉTAILS !
DU RELATIONNEL AVEC NOS ABONNÉS :
* Appeler nos abonnés si nécessaire pour recueillir ou donner des informations complémentaires
* Faire connaître et valoriser nos offres afin de proposer aux abonnés intéressés d'y souscrire.
DE L'ASSISTANCE :
* Assurer par chat ou par téléphone un support aux abonnés pour répondre à toutes leurs questions liées aux offres Freebox ou mobile.
* Planifier et réaliser toi-même des rendez-vous au domicile de nos abonnés
* Remonter les informations sur les problématiques rencontrées à tes interlocuteurs dédiés (responsables ou autres entités du groupe par ex.)
* Assurer un support administratif auprès des intervenants terrain.","Tu es passionné par les télécommunications et tu as envie de te lancer dans une nouvelle aventure ? Alors rejoint notre équipe et devient le prochain conseiller de free proxi !
Tu l'as compris, si tu disposes d'un excellent sens du service et que le domaine de télécommunications t'intéresse, envoie-nous ta candidature !
QUEL SERA TON ENVIRONNEMENT DE TRAVAIL ?
Tu exerceras tes fonctions :
* Au sein d'une équipe à taille humaine, composée de moins de 10 collaborateurs
* Au sein de locaux agréables aménagés dans un esprit cocooning
QUELLE EST LA PROCHAINE ÉTAPE ?
NOTRE PROCESSUS DE RECRUTEMENT EST RÉALISÉ EN MOINS DE DEUX SEMAINES :
* Tu seras amené à réaliser 2 tests lors du dépôt de ta candidature.
* Un recruteur prendra ensuite contact avec toi pour un premier entretien RH.
* Si ta candidature est retenue à l'issue, le responsable de secteur te recevra lors d'un deuxième entretien
* Enfin, à la suite de ces 2 échanges, nous t'apporterons une réponse définitive.",,,,,,,,,
Conseiller en Boutique - Caen CDD H/F,65245629.0,CDD,⏱️ 4 mois,25 000 - 32 000 € / an,Free,Caen - 14,il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/65245629.html,Résumé de l'offre,"['25\u202f000 - 32\u202f000 € / an', '', '4 mois', 'BEP, CAP', 'Bac', 'Média • Internet • Communication', 'Caen - 14', 'CDD']","Nos boutiques Free continuent de se développer et nous sommes à la recherche d'un nouveau talent pour rejoindre notre équipe de CAEN.
Être conseiller commercial chez nous, c'est assurer la satisfaction client et faire en sorte que chaque (futur) abonné puisse bénéficier d'une expérience unique.
Plus concrètement :
* Tu réserveras le meilleur accueil et seras l'ambassadeur de la marque Free auprès des visiteurs en leur proposant nos services
* Il faudra que tu écoutes attentivement les besoins des abonnés et que tu les conseilles sur nos offres les plus adaptées
* Tu as la responsabilité de promouvoir nos incontournables Freebox, nos forfaits mobiles, ainsi que des smartphones à prix avantageux, grâce à nos offres Freeflex
* On compte sur toi pour transformer chaque visite en une expérience abonnée mémorable et faire de la satisfaction client ta priorité
* Tu participeras également à la vie quotidienne de l'équipe et de la boutique
Rejoindre Free c'est aussi l'opportunité d'évoluer et découvrir d'autres métiers... Nous encourageons la mobilité interne et t'accompagnerons tout au long de ton parcours chez Free. C'est l'occasion de booster ta carrière !
Tu participeras à des challenges et tu auras peut-être l'opportunité de devenir l'un de nos top performers !
Alors, prêt(e) à découvrir la culture Free ?","Chez Free, on n'a pas la religion du diplôme. Mais on t'accompagne et on fait tout pour te faire grandir.
Si tu es ouvert aux autres, à l'écoute et que la satisfaction client est ta priorité alors nous avons besoin de toi. Avec ton sourire et ton talent de persuasion, tu es prêt à relever tous les défis !
Tu aimes le travail en équipe ? Parfait, te voilà prêt à rejoindre la #OneTeam
Tout au long de ton aventure chez nous, de nombreux outils de formation seront mis à ta disposition pour faciliter ton intégration et ton évolution professionnelle.
Tu intégreras l'équipe de Caen aux côtés de 3 autres conseillers. Dans un environnement de travail agréable et innovant, nos bornes et tablettes tactiles seront tes meilleurs alliés pour prodiguer tes conseils auprès de nos abonnés !
Et la suite ?
* Call avec CHLOÉ, notre Chargée de Recrutement
* Entretien avec YOANN ton futur responsable régional
* Bienvenue chez Free !
* C'est parti pour ta formation ! Tu commences par 2 jours en e-learning + 1 semaine de formation initiale pour découvrir l'univers Free. Ensuite, tu passes à la pratique avec une semaine d'immersion en boutique.",,,,,,,,,
Conseiller en Boutique - Caen Mondeville CDD H/F,65262700.0,CDD,⏱️ 4 mois,25 000 - 32 000 € / an,Free,Mondeville - 14,il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/65262700.html,Résumé de l'offre,"['25\u202f000 - 32\u202f000 € / an', '', '4 mois', 'BEP, CAP', 'Bac', 'Média • Internet • Communication', 'Mondeville - 14', 'CDD']","Nos boutiques Free continuent de se développer et nous sommes à la recherche d'un nouveau talent pour rejoindre notre équipe de Mondeville.
Être conseiller commercial chez nous, c'est assurer la satisfaction client et faire en sorte que chaque (futur) abonné puisse bénéficier d'une expérience unique.
Plus concrètement :
* Tu réserveras le meilleur accueil et seras l'ambassadeur de la marque Free auprès des visiteurs en leur proposant nos services
* Il faudra que tu écoutes attentivement les besoins des abonnés et que tu les conseilles sur nos offres les plus adaptées
* Tu as la responsabilité de promouvoir nos incontournables Freebox, nos forfaits mobiles, ainsi que des smartphones à prix avantageux, grâce à nos offres Freeflex
* On compte sur toi pour transformer chaque visite en une expérience abonnée mémorable et faire de la satisfaction client ta priorité
* Tu participeras également à la vie quotidienne de l'équipe et de la boutique
Rejoindre Free c'est aussi l'opportunité d'évoluer et découvrir d'autres métiers... Nous encourageons la mobilité interne et t'accompagnerons tout au long de ton parcours chez Free. C'est l'occasion de booster ta carrière !
Tu participeras à des challenges et tu auras peut-être l'opportunité de devenir l'un de nos top performers !
Alors, prêt(e) à découvrir la culture Free ?","Chez Free, on n'a pas la religion du diplôme. Mais on t'accompagne et on fait tout pour te faire grandir.
Si tu es ouvert aux autres, à l'écoute et que la satisfaction client est ta priorité alors nous avons besoin de toi. Avec ton sourire et ton talent de persuasion, tu es prêt à relever tous les défis !
Tu aimes le travail en équipe ? Parfait, te voilà prêt à rejoindre la #OneTeam
Tout au long de ton aventure chez nous, de nombreux outils de formation seront mis à ta disposition pour faciliter ton intégration et ton évolution professionnelle.
Tu intégreras l'équipe de Mondeville aux côtés de 5 autres conseillers. Dans un environnement de travail agréable et innovant, nos bornes et tablettes tactiles seront tes meilleurs alliés pour prodiguer tes conseils auprès de nos abonnés !
Et la suite ?
* Call avec CHLOÉ, notre Chargée de Recrutement
* Entretien avec TOIFIKI ton futur responsable régional
* Bienvenue chez Free !
* C'est parti pour ta formation ! Tu commences par 2 jours en e-learning + 1 semaine de formation initiale pour découvrir l'univers Free. Ensuite, tu passes à la pratique avec une semaine d'immersion en boutique.",,,,,,,,,
